Frames,Total Rotations,Average time per rotation (s),Rotations per 20 seconds,Mouse number,Hemisphere,Brain region,Stimulation,Time stim is OFF (s),Session #,Control #,File name path,Video file,Time stim is ON (s)
375,-0.4461254728275164,-33.62282791191209,-0.594833963770022,2,Left,snr,0hz,15.0,,1.0,/Volumes/Data/inference/2_left_snr_0hz_2.h5,2_left_snr_0hz_2,
500,2.6438213957315444,7.564807529090295,2.6438213957315444,2,Left,snr,0hz,,1.0,,/Volumes/Data/inference/2_left_snr_0hz_2.h5,2_left_snr_0hz_2,20.0
1500,-0.7618567431268917,-78.754963503692,-0.2539522477089639,2,Left,snr,0hz,60.0,,2.0,/Volumes/Data/inference/2_left_snr_0hz_2.h5,2_left_snr_0hz_2,
500,2.753861587204183,7.262529131068167,2.753861587204183,2,Left,snr,0hz,,2.0,,/Volumes/Data/inference/2_left_snr_0hz_2.h5,2_left_snr_0hz_2,20.0
1500,-2.380538292691492,-25.204383472513943,-0.7935127642304973,2,Left,snr,0hz,60.0,,3.0,/Volumes/Data/inference/2_left_snr_0hz_2.h5,2_left_snr_0hz_2,
500,2.2452625075635715,8.907644399096496,2.2452625075635715,2,Left,snr,0hz,,3.0,,/Volumes/Data/inference/2_left_snr_0hz_2.h5,2_left_snr_0hz_2,20.0
1500,-0.2039198545723435,-294.233242397268,-0.0679732848574478,2,Left,snr,0hz,60.0,,4.0,/Volumes/Data/inference/2_left_snr_0hz_2.h5,2_left_snr_0hz_2,
375,-0.2947472617596494,-50.89105802187807,-0.3929963490128658,2,Right,snr,0hz,15.0,,1.0,/Volumes/Data/inference/2_right_snr_0hz_2.h5,2_right_snr_0hz_2,
500,0.2290725013329826,87.30860266343252,0.2290725013329826,2,Right,snr,0hz,,1.0,,/Volumes/Data/inference/2_right_snr_0hz_2.h5,2_right_snr_0hz_2,20.0
1500,0.0342634415577986,1751.1375761476472,0.0114211471859328,2,Right,snr,0hz,60.0,,2.0,/Volumes/Data/inference/2_right_snr_0hz_2.h5,2_right_snr_0hz_2,
500,-0.8873773375315774,-22.53832631745376,-0.8873773375315774,2,Right,snr,0hz,,2.0,,/Volumes/Data/inference/2_right_snr_0hz_2.h5,2_right_snr_0hz_2,20.0
1500,-0.9990596892090646,-60.056471748450576,-0.3330198964030215,2,Right,snr,0hz,60.0,,3.0,/Volumes/Data/inference/2_right_snr_0hz_2.h5,2_right_snr_0hz_2,
500,-0.1133857120585508,-176.38906734273783,-0.1133857120585508,2,Right,snr,0hz,,3.0,,/Volumes/Data/inference/2_right_snr_0hz_2.h5,2_right_snr_0hz_2,20.0
1459,0.9371719159045212,64.02240504837405,0.3123906386348404,2,Right,snr,0hz,60.0,,4.0,/Volumes/Data/inference/2_right_snr_0hz_2.h5,2_right_snr_0hz_2,
375,-0.7294111627482199,-20.56453310021215,-0.9725482169976264,2,Left,snr,0hz,15.0,,1.0,/Volumes/Data/inference/2_left_snr_0hz_3.h5,2_left_snr_0hz_3,
500,2.5362470199855016,7.885667224998585,2.5362470199855016,2,Left,snr,0hz,,1.0,,/Volumes/Data/inference/2_left_snr_0hz_3.h5,2_left_snr_0hz_3,20.0
1500,-0.1904131592784431,-315.10427234843246,-0.0634710530928143,2,Left,snr,0hz,60.0,,2.0,/Volumes/Data/inference/2_left_snr_0hz_3.h5,2_left_snr_0hz_3,
1,0.0,0.0,0.0,2,Left,snr,0hz,,2.0,,/Volumes/Data/inference/2_left_snr_0hz_3.h5,2_left_snr_0hz_3,20.0
375,-0.063803391846762,-235.09721922034825,-0.085071189129016,2,Right,snr,0hz,15.0,,1.0,/Volumes/Data/inference/2_right_snr_0hz.h5,2_right_snr_0hz,
500,0.5552776073106079,36.018020061832814,0.5552776073106079,2,Right,snr,0hz,,1.0,,/Volumes/Data/inference/2_right_snr_0hz.h5,2_right_snr_0hz,20.0
1500,0.3096553136182721,193.7638314644426,0.1032184378727573,2,Right,snr,0hz,60.0,,2.0,/Volumes/Data/inference/2_right_snr_0hz.h5,2_right_snr_0hz,
500,-0.7765602520689019,-25.7546017153418,-0.7765602520689019,2,Right,snr,0hz,,2.0,,/Volumes/Data/inference/2_right_snr_0hz.h5,2_right_snr_0hz,20.0
1500,1.3863327045977516,43.27965415589699,0.4621109015325839,2,Right,snr,0hz,60.0,,3.0,/Volumes/Data/inference/2_right_snr_0hz.h5,2_right_snr_0hz,
500,-1.9849447587569704,-10.075847154821869,-1.9849447587569704,2,Right,snr,0hz,,3.0,,/Volumes/Data/inference/2_right_snr_0hz.h5,2_right_snr_0hz,20.0
1500,-4.217128969436494,-14.22768913041267,-1.4057096564788316,2,Right,snr,0hz,60.0,,4.0,/Volumes/Data/inference/2_right_snr_0hz.h5,2_right_snr_0hz,
375,-0.221265487527369,-67.79186473057439,-0.2950206500364921,2,Right,snr,50hz,15.0,,1.0,/Volumes/Data/inference/2_right_snr_50hz.h5,2_right_snr_50hz,
500,-0.3221422446648576,-62.084375244877016,-0.3221422446648576,2,Right,snr,50hz,,1.0,,/Volumes/Data/inference/2_right_snr_50hz.h5,2_right_snr_50hz,20.0
1500,-0.9411887204266262,-63.749170275651984,-0.3137295734755421,2,Right,snr,50hz,60.0,,2.0,/Volumes/Data/inference/2_right_snr_50hz.h5,2_right_snr_50hz,
500,-0.297994732771202,-67.11528024005659,-0.297994732771202,2,Right,snr,50hz,,2.0,,/Volumes/Data/inference/2_right_snr_50hz.h5,2_right_snr_50hz,20.0
1500,-3.654636001468381,-16.417503679133254,-1.2182120004894603,2,Right,snr,50hz,60.0,,3.0,/Volumes/Data/inference/2_right_snr_50hz.h5,2_right_snr_50hz,
500,-1.2798928820354825,-15.626307701776517,-1.2798928820354825,2,Right,snr,50hz,,3.0,,/Volumes/Data/inference/2_right_snr_50hz.h5,2_right_snr_50hz,20.0
1500,0.5842268705251028,102.69982951327115,0.1947422901750342,2,Right,snr,50hz,60.0,,4.0,/Volumes/Data/inference/2_right_snr_50hz.h5,2_right_snr_50hz,
375,-0.4146715992518116,-36.17320314934606,-0.5528954656690822,2,Left,snr,50hz,15.0,,1.0,/Volumes/Data/inference/2_left_snr_50hz.h5,2_left_snr_50hz,
500,-0.9675405560257724,-20.670968131972817,-0.9675405560257724,2,Left,snr,50hz,,1.0,,/Volumes/Data/inference/2_left_snr_50hz.h5,2_left_snr_50hz,20.0
1500,-0.3372546266537323,-177.90712197286916,-0.1124182088845774,2,Left,snr,50hz,60.0,,2.0,/Volumes/Data/inference/2_left_snr_50hz.h5,2_left_snr_50hz,
500,-0.8223477595083497,-24.32061104168051,-0.8223477595083497,2,Left,snr,50hz,,2.0,,/Volumes/Data/inference/2_left_snr_50hz.h5,2_left_snr_50hz,20.0
1500,3.595418801536514,16.687902943144984,1.198472933845505,2,Left,snr,50hz,60.0,,3.0,/Volumes/Data/inference/2_left_snr_50hz.h5,2_left_snr_50hz,
500,-2.0517612649570824,-9.747722769499866,-2.0517612649570824,2,Left,snr,50hz,,3.0,,/Volumes/Data/inference/2_left_snr_50hz.h5,2_left_snr_50hz,20.0
1500,1.1740880119280612,51.10349427848202,0.3913626706426871,2,Left,snr,50hz,60.0,,4.0,/Volumes/Data/inference/2_left_snr_50hz.h5,2_left_snr_50hz,
375,1.346449097193391,11.140413723227107,1.7952654629245213,2,Left,snr,50hz,15.0,,1.0,/Volumes/Data/inference/2_left_snr_50hz_2.h5,2_left_snr_50hz_2,
500,-1.115070726378142,-17.936082014243116,-1.115070726378142,2,Left,snr,50hz,,1.0,,/Volumes/Data/inference/2_left_snr_50hz_2.h5,2_left_snr_50hz_2,20.0
1500,-1.016615173944632,-59.019382690492655,-0.3388717246482107,2,Left,snr,50hz,60.0,,2.0,/Volumes/Data/inference/2_left_snr_50hz_2.h5,2_left_snr_50hz_2,
500,-0.1365407786028889,-146.47638752791497,-0.1365407786028889,2,Left,snr,50hz,,2.0,,/Volumes/Data/inference/2_left_snr_50hz_2.h5,2_left_snr_50hz_2,20.0
1500,-0.1608672889833917,-372.9782504521134,-0.0536224296611305,2,Left,snr,50hz,60.0,,3.0,/Volumes/Data/inference/2_left_snr_50hz_2.h5,2_left_snr_50hz_2,
500,-0.2374600535200403,-84.22469254733875,-0.2374600535200403,2,Left,snr,50hz,,3.0,,/Volumes/Data/inference/2_left_snr_50hz_2.h5,2_left_snr_50hz_2,20.0
1500,1.1685456129855782,51.34587758769884,0.3895152043285261,2,Left,snr,50hz,60.0,,4.0,/Volumes/Data/inference/2_left_snr_50hz_2.h5,2_left_snr_50hz_2,
375,-0.2693154469329146,-55.69676812387386,-0.3590872625772194,2,Right,snr,50hz,15.0,,1.0,/Volumes/Data/inference/2_right_snr_50hz_2.h5,2_right_snr_50hz_2,
500,1.0706117365903591,18.680908602492245,1.0706117365903591,2,Right,snr,50hz,,1.0,,/Volumes/Data/inference/2_right_snr_50hz_2.h5,2_right_snr_50hz_2,20.0
1500,0.0284742696746183,2107.1655457939014,0.0094914232248727,2,Right,snr,50hz,60.0,,2.0,/Volumes/Data/inference/2_right_snr_50hz_2.h5,2_right_snr_50hz_2,
500,-0.4169229720062019,-47.97049177636221,-0.4169229720062019,2,Right,snr,50hz,,2.0,,/Volumes/Data/inference/2_right_snr_50hz_2.h5,2_right_snr_50hz_2,20.0
1500,0.5558691396859177,107.93907363503172,0.1852897132286392,2,Right,snr,50hz,60.0,,3.0,/Volumes/Data/inference/2_right_snr_50hz_2.h5,2_right_snr_50hz_2,
500,-0.0718201513144205,-278.4733759810981,-0.0718201513144205,2,Right,snr,50hz,,3.0,,/Volumes/Data/inference/2_right_snr_50hz_2.h5,2_right_snr_50hz_2,20.0
1500,0.9201041924371784,65.21000609840891,0.3067013974790594,2,Right,snr,50hz,60.0,,4.0,/Volumes/Data/inference/2_right_snr_50hz_2.h5,2_right_snr_50hz_2,
375,-1.5445641717208387,-9.711477369883644,-2.059418895627785,2,Left,snr,0hz,15.0,,1.0,/Volumes/Data/inference/2_left_snr_0hz.h5,2_left_snr_0hz,
500,2.3812812779703094,8.398839811585402,2.3812812779703094,2,Left,snr,0hz,,1.0,,/Volumes/Data/inference/2_left_snr_0hz.h5,2_left_snr_0hz,20.0
1500,-3.0924433207724764,-19.402134097970244,-1.030814440257492,2,Left,snr,0hz,60.0,,2.0,/Volumes/Data/inference/2_left_snr_0hz.h5,2_left_snr_0hz,
500,2.473890621768245,8.084431795009897,2.473890621768245,2,Left,snr,0hz,,2.0,,/Volumes/Data/inference/2_left_snr_0hz.h5,2_left_snr_0hz,20.0
1500,-2.4136847375902217,-24.858258854428065,-0.8045615791967407,2,Left,snr,0hz,60.0,,3.0,/Volumes/Data/inference/2_left_snr_0hz.h5,2_left_snr_0hz,
500,2.5666662370174604,7.792209096590826,2.5666662370174604,2,Left,snr,0hz,,3.0,,/Volumes/Data/inference/2_left_snr_0hz.h5,2_left_snr_0hz,20.0
1500,-0.8524408490731498,-70.38611542987104,-0.2841469496910499,2,Left,snr,0hz,60.0,,4.0,/Volumes/Data/inference/2_left_snr_0hz.h5,2_left_snr_0hz,
375,-0.3242550236119397,-46.25988468247026,-0.4323400314825862,3,Right,zi,50hz,15.0,,1.0,/Volumes/Data/inference/3_right_zi_50hz.h5,3_right_zi_50hz,
500,0.1604459116909319,124.65259967811542,0.1604459116909319,3,Right,zi,50hz,,1.0,,/Volumes/Data/inference/3_right_zi_50hz.h5,3_right_zi_50hz,20.0
1500,-0.2156669898255,-278.20669286730924,-0.0718889966085,3,Right,zi,50hz,60.0,,2.0,/Volumes/Data/inference/3_right_zi_50hz.h5,3_right_zi_50hz,
500,0.8481076975432239,23.581910714801285,0.8481076975432239,3,Right,zi,50hz,,2.0,,/Volumes/Data/inference/3_right_zi_50hz.h5,3_right_zi_50hz,20.0
1500,2.132984262710184,28.129602758420543,0.710994754236728,3,Right,zi,50hz,60.0,,3.0,/Volumes/Data/inference/3_right_zi_50hz.h5,3_right_zi_50hz,
500,-0.2789770717946666,-71.69047933344302,-0.2789770717946666,3,Right,zi,50hz,,3.0,,/Volumes/Data/inference/3_right_zi_50hz.h5,3_right_zi_50hz,20.0
1500,-1.3281933631696616,-45.17414531933306,-0.4427311210565539,3,Right,zi,50hz,60.0,,4.0,/Volumes/Data/inference/3_right_zi_50hz.h5,3_right_zi_50hz,
375,1.1212752183266694,13.377625541733805,1.495033624435559,3,Right,zi,50hz,15.0,,1.0,/Volumes/Data/inference/3_right_zi_50hz_2.h5,3_right_zi_50hz_2,
500,0.7760318017326706,25.77213969240097,0.7760318017326706,3,Right,zi,50hz,,1.0,,/Volumes/Data/inference/3_right_zi_50hz_2.h5,3_right_zi_50hz_2,20.0
1500,0.2142820367278659,280.00480542472565,0.0714273455759552,3,Right,zi,50hz,60.0,,2.0,/Volumes/Data/inference/3_right_zi_50hz_2.h5,3_right_zi_50hz_2,
500,0.7694079059252121,25.994014158133744,0.7694079059252121,3,Right,zi,50hz,,2.0,,/Volumes/Data/inference/3_right_zi_50hz_2.h5,3_right_zi_50hz_2,20.0
1500,-1.0045744430413228,-59.72678323206349,-0.334858147680441,3,Right,zi,50hz,60.0,,3.0,/Volumes/Data/inference/3_right_zi_50hz_2.h5,3_right_zi_50hz_2,
500,-2.053691200837395,-9.738562443976472,-2.053691200837395,3,Right,zi,50hz,,3.0,,/Volumes/Data/inference/3_right_zi_50hz_2.h5,3_right_zi_50hz_2,20.0
1500,-3.704833553839106,-16.19505954264138,-1.2349445179463685,3,Right,zi,50hz,60.0,,4.0,/Volumes/Data/inference/3_right_zi_50hz_2.h5,3_right_zi_50hz_2,
375,-1.8519668462420305,-8.099497045769294,-2.469289128322707,3,Left,zi,0hz,15.0,,1.0,/Volumes/Data/inference/3_left_zi_0hz.h5,3_left_zi_0hz,
500,1.399780089397646,14.287958623991008,1.399780089397646,3,Left,zi,0hz,,1.0,,/Volumes/Data/inference/3_left_zi_0hz.h5,3_left_zi_0hz,20.0
1500,3.085829460079282,19.44371870714413,1.028609820026427,3,Left,zi,0hz,60.0,,2.0,/Volumes/Data/inference/3_left_zi_0hz.h5,3_left_zi_0hz,
500,1.349978011933503,14.81505611439926,1.3499780119335032,3,Left,zi,0hz,,2.0,,/Volumes/Data/inference/3_left_zi_0hz.h5,3_left_zi_0hz,20.0
1500,-0.9944678148424556,-60.33377762909828,-0.3314892716141518,3,Left,zi,0hz,60.0,,3.0,/Volumes/Data/inference/3_left_zi_0hz.h5,3_left_zi_0hz,
500,-0.8242032233326927,-24.26585996488748,-0.8242032233326926,3,Left,zi,0hz,,3.0,,/Volumes/Data/inference/3_left_zi_0hz.h5,3_left_zi_0hz,20.0
1500,-0.9612499477808936,-62.41872900853082,-0.3204166492602979,3,Left,zi,0hz,60.0,,4.0,/Volumes/Data/inference/3_left_zi_0hz.h5,3_left_zi_0hz,
375,0.2439086821949181,61.49842582484556,0.3252115762598908,3,Left,zi,50hz,15.0,,1.0,/Volumes/Data/inference/3_left_zi_50hz_2.h5,3_left_zi_50hz_2,
500,-1.234786197150868,-16.197136027393064,-1.234786197150868,3,Left,zi,50hz,,1.0,,/Volumes/Data/inference/3_left_zi_50hz_2.h5,3_left_zi_50hz_2,20.0
1500,2.2926484861222733,26.170605901074023,0.7642161620407578,3,Left,zi,50hz,60.0,,2.0,/Volumes/Data/inference/3_left_zi_50hz_2.h5,3_left_zi_50hz_2,
500,-0.2231252314003275,-89.63576138153707,-0.2231252314003275,3,Left,zi,50hz,,2.0,,/Volumes/Data/inference/3_left_zi_50hz_2.h5,3_left_zi_50hz_2,20.0
1500,0.114209431980694,525.3506558910336,0.0380698106602313,3,Left,zi,50hz,60.0,,3.0,/Volumes/Data/inference/3_left_zi_50hz_2.h5,3_left_zi_50hz_2,
500,-2.4104181595405327,-8.297315517989768,-2.4104181595405327,3,Left,zi,50hz,,3.0,,/Volumes/Data/inference/3_left_zi_50hz_2.h5,3_left_zi_50hz_2,20.0
1500,-0.5697787791862533,-105.3040270922178,-0.1899262597287511,3,Left,zi,50hz,60.0,,4.0,/Volumes/Data/inference/3_left_zi_50hz_2.h5,3_left_zi_50hz_2,
375,1.175804357231814,12.757224369634391,1.567739142975752,3,Left,zi,50hz,15.0,,1.0,/Volumes/Data/inference/3_left_zi_50hz.h5,3_left_zi_50hz,
500,-0.876756792881216,-22.81134307984725,-0.876756792881216,3,Left,zi,50hz,,1.0,,/Volumes/Data/inference/3_left_zi_50hz.h5,3_left_zi_50hz,20.0
1500,2.253342967434022,26.6271050910304,0.7511143224780075,3,Left,zi,50hz,60.0,,2.0,/Volumes/Data/inference/3_left_zi_50hz.h5,3_left_zi_50hz,
500,0.568242578465335,35.19623618141117,0.568242578465335,3,Left,zi,50hz,,2.0,,/Volumes/Data/inference/3_left_zi_50hz.h5,3_left_zi_50hz,20.0
1500,-2.649545240068428,-22.64539555416326,-0.8831817466894759,3,Left,zi,50hz,60.0,,3.0,/Volumes/Data/inference/3_left_zi_50hz.h5,3_left_zi_50hz,
500,-1.1353003458795268,-17.616483666712732,-1.1353003458795268,3,Left,zi,50hz,,3.0,,/Volumes/Data/inference/3_left_zi_50hz.h5,3_left_zi_50hz,20.0
1500,0.6087949000845014,98.55535910644444,0.2029316333615005,3,Left,zi,50hz,60.0,,4.0,/Volumes/Data/inference/3_left_zi_50hz.h5,3_left_zi_50hz,
375,-0.0385619482028287,-388.98449635124194,-0.0514159309371049,3,Left,zi,0hz,15.0,,1.0,/Volumes/Data/inference/3_left_zi_0hz_2.h5,3_left_zi_0hz_2,
500,0.0326687177002016,612.206459510854,0.0326687177002016,3,Left,zi,0hz,,1.0,,/Volumes/Data/inference/3_left_zi_0hz_2.h5,3_left_zi_0hz_2,20.0
1500,0.2416663695831019,248.2761672776641,0.0805554565277006,3,Left,zi,0hz,60.0,,2.0,/Volumes/Data/inference/3_left_zi_0hz_2.h5,3_left_zi_0hz_2,
500,-0.2925927515974585,-68.35439323362144,-0.2925927515974585,3,Left,zi,0hz,,2.0,,/Volumes/Data/inference/3_left_zi_0hz_2.h5,3_left_zi_0hz_2,20.0
1500,1.3243619046940396,45.30483683299656,0.4414539682313465,3,Left,zi,0hz,60.0,,3.0,/Volumes/Data/inference/3_left_zi_0hz_2.h5,3_left_zi_0hz_2,
500,-0.1757272442485143,-113.8127447768765,-0.1757272442485143,3,Left,zi,0hz,,3.0,,/Volumes/Data/inference/3_left_zi_0hz_2.h5,3_left_zi_0hz_2,20.0
1500,1.6362456010815187,36.66931172211644,0.5454152003605063,3,Left,zi,0hz,60.0,,4.0,/Volumes/Data/inference/3_left_zi_0hz_2.h5,3_left_zi_0hz_2,
375,-1.4775452494547994,-10.151973352785548,-1.9700603326063992,3,Right,zi,0hz,15.0,,1.0,/Volumes/Data/inference/3_right_zi_0hz.h5,3_right_zi_0hz,
500,-0.2601314549295363,-76.88420458578354,-0.2601314549295363,3,Right,zi,0hz,,1.0,,/Volumes/Data/inference/3_right_zi_0hz.h5,3_right_zi_0hz,20.0
1500,-1.733241687575877,-34.61721491589346,-0.577747229191959,3,Right,zi,0hz,60.0,,2.0,/Volumes/Data/inference/3_right_zi_0hz.h5,3_right_zi_0hz,
500,1.5861520304655967,12.609131795600469,1.586152030465597,3,Right,zi,0hz,,2.0,,/Volumes/Data/inference/3_right_zi_0hz.h5,3_right_zi_0hz,20.0
1500,0.0118859863178416,5047.961388777301,0.0039619954392805,3,Right,zi,0hz,60.0,,3.0,/Volumes/Data/inference/3_right_zi_0hz.h5,3_right_zi_0hz,
500,-0.2223256914536163,-89.9581144636745,-0.2223256914536163,3,Right,zi,0hz,,3.0,,/Volumes/Data/inference/3_right_zi_0hz.h5,3_right_zi_0hz,20.0
1500,-0.216945026631492,-276.56775972982973,-0.072315008877164,3,Right,zi,0hz,60.0,,4.0,/Volumes/Data/inference/3_right_zi_0hz.h5,3_right_zi_0hz,
375,0.9847120350694032,15.232879731121384,1.3129493800925376,3,Right,zi,0hz,15.0,,1.0,/Volumes/Data/inference/3_right_zi_0hz_2.h5,3_right_zi_0hz_2,
500,0.9113535713679016,21.945379519367965,0.9113535713679016,3,Right,zi,0hz,,1.0,,/Volumes/Data/inference/3_right_zi_0hz_2.h5,3_right_zi_0hz_2,20.0
1500,-1.1647766215444744,-51.5120228979536,-0.3882588738481581,3,Right,zi,0hz,60.0,,2.0,/Volumes/Data/inference/3_right_zi_0hz_2.h5,3_right_zi_0hz_2,
500,-0.0717036498084732,-278.92582948597124,-0.0717036498084732,3,Right,zi,0hz,,2.0,,/Volumes/Data/inference/3_right_zi_0hz_2.h5,3_right_zi_0hz_2,20.0
1500,1.956258102824867,30.6707994785346,0.6520860342749556,3,Right,zi,0hz,60.0,,3.0,/Volumes/Data/inference/3_right_zi_0hz_2.h5,3_right_zi_0hz_2,
500,0.9496267309764578,21.060906720090863,0.9496267309764578,3,Right,zi,0hz,,3.0,,/Volumes/Data/inference/3_right_zi_0hz_2.h5,3_right_zi_0hz_2,20.0
1500,-0.7358102324257031,-81.54276382132043,-0.2452700774752343,3,Right,zi,0hz,60.0,,4.0,/Volumes/Data/inference/3_right_zi_0hz_2.h5,3_right_zi_0hz_2,
375,-1.6063448607301958,-9.337969925823682,-2.141793147640261,6,Left,snr,0hz,15.0,,1.0,/Volumes/Data/inference/6_left_snr_0hz_2.h5,6_left_snr_0hz_2,
500,0.0409528116642641,488.3669566808331,0.0409528116642641,6,Left,snr,0hz,,1.0,,/Volumes/Data/inference/6_left_snr_0hz_2.h5,6_left_snr_0hz_2,20.0
1500,-2.862348392690531,-20.96180889552777,-0.9541161308968436,6,Left,snr,0hz,60.0,,2.0,/Volumes/Data/inference/6_left_snr_0hz_2.h5,6_left_snr_0hz_2,
500,0.5209519297150258,38.391258116541614,0.5209519297150258,6,Left,snr,0hz,,2.0,,/Volumes/Data/inference/6_left_snr_0hz_2.h5,6_left_snr_0hz_2,20.0
